sample_id,source_model,gold_label,gate_prob_lr,gate_prob_hg,max_prob,answer_len
case_cd82c78ad6c4da64,Llama-2-7b-chat-hf,1,0.534474,0.692259,0.236894,259
case_1181e6906e67af04,Llama-3.1-8B-Instruct,1,0.309254,0.591124,0.077702,305
case_17f151f11123f945,Mistral-7B-Instruct-v0.1,1,0.601479,0.599581,0.38042,230
case_9fbe47485566e227,Mistral-7B-Instruct-v0.3,0,0.584253,0.40925,0.426931,271
case_d0983de03abd2fae,Llama-2-7b-chat-hf,1,0.885972,0.879678,0.339357,890
case_ab6b99f4380cfa2f,Llama-3.1-8B-Instruct,0,0.204371,0.02814,0.034744,73
case_194c626f71583f5d,Mistral-7B-Instruct-v0.1,1,0.560571,0.557405,0.18876,250
case_917a5db66c5acb59,Mistral-7B-Instruct-v0.3,0,0.220798,0.120864,0.043729,331
case_62e314e3dd345a79,Llama-2-7b-chat-hf,0,0.475757,0.445442,0.385864,135
case_dfd5ccff533e4367,Llama-3.1-8B-Instruct,0,0.5437,0.555782,0.428636,127
case_362bfa161fdd5775,Mistral-7B-Instruct-v0.1,0,0.396339,0.332943,0.356168,124
case_f84dd7d939a00f66,Mistral-7B-Instruct-v0.3,0,0.461317,0.281327,0.364206,123
case_f9fdddeb15dd3f42,Llama-2-7b-chat-hf,1,0.524632,0.344299,0.416322,194
case_e934e5ccc29fdc3f,Llama-3.1-8B-Instruct,0,0.210474,0.168663,0.033716,100
case_77ff57af47723d01,Mistral-7B-Instruct-v0.1,0,0.214634,0.016399,0.034815,134
case_b1764cfe4eeff90e,Mistral-7B-Instruct-v0.3,0,0.248768,0.365453,0.053133,224
case_626d76ebc437d845,Llama-2-7b-chat-hf,1,0.866161,0.688885,0.456159,713
case_93fafbc363e0c3cc,Llama-3.1-8B-Instruct,0,0.408691,0.254726,0.324054,256
case_d44671e16ef0d100,Mistral-7B-Instruct-v0.1,0,0.267119,0.300995,0.294705,108
case_0989d7a8e5605556,Mistral-7B-Instruct-v0.3,0,0.206865,0.262402,0.261079,84
case_edf483a2e22ff072,Llama-2-7b-chat-hf,0,0.255444,0.608451,0.06375,406
case_ba606002dc5ad76d,Llama-3.1-8B-Instruct,0,0.282977,0.197291,0.101421,292
case_d05c7e6e7ae2b69a,Mistral-7B-Instruct-v0.1,0,0.266086,0.240026,0.083145,210
case_228c81362f6250e4,Mistral-7B-Instruct-v0.3,0,0.471906,0.58534,0.170798,375
case_bc666cda7f93253e,Llama-2-7b-chat-hf,1,0.612218,0.447297,0.414315,335
case_3d8f53e4cfc42062,Llama-3.1-8B-Instruct,0,0.348499,0.320774,0.308295,104
case_c3d35f696f653e26,Mistral-7B-Instruct-v0.1,0,0.17782,0.205872,0.245807,67
case_4acf4ab58fec6977,Mistral-7B-Instruct-v0.3,0,0.255112,0.229198,0.276853,89
case_7ceab2a13977e0c0,Llama-2-7b-chat-hf,1,0.703706,0.695468,0.39485,389
case_f1f720eb55d0039c,Llama-3.1-8B-Instruct,0,0.215769,0.092369,0.036922,178
case_08bb886d3f92e587,Mistral-7B-Instruct-v0.1,1,0.31495,0.147974,0.324546,104
case_247a160d6ce5685d,Mistral-7B-Instruct-v0.3,0,0.520443,0.394726,0.145514,371
case_a721d0ccbebc0cc7,Llama-2-7b-chat-hf,1,0.464252,0.312175,0.387296,208
case_3b983292216b2aed,Llama-3.1-8B-Instruct,0,0.425694,0.259833,0.364791,228
case_5109fa0a1ea1129e,Mistral-7B-Instruct-v0.1,1,0.413035,0.291907,0.360687,188
case_c0c4640b089105d1,Mistral-7B-Instruct-v0.3,1,0.581156,0.536106,0.425077,239
case_6e6d1ea59afea9f1,Llama-2-7b-chat-hf,1,0.767778,0.842074,0.371146,398
case_7bfa788cdd5c51f8,Llama-3.1-8B-Instruct,0,0.204348,0.009876,0.040707,94
case_63144348639ef248,Mistral-7B-Instruct-v0.1,1,0.603073,0.699254,0.309709,221
case_377803b8811c78af,Mistral-7B-Instruct-v0.3,0,0.554477,0.50472,0.18915,478
case_ea7776c54457261e,Llama-2-7b-chat-hf,0,0.593931,0.387576,0.4244,363
case_e330f5e2783e1f8d,Llama-3.1-8B-Instruct,0,0.487719,0.245768,0.379108,232
case_a20ed713e3990780,Mistral-7B-Instruct-v0.1,0,0.360937,0.264474,0.34295,177
case_d6449f2795158f6d,Mistral-7B-Instruct-v0.3,0,0.388983,0.187816,0.388093,128
case_ea52a1a90f9eff67,Llama-2-7b-chat-hf,1,0.91629,0.484708,0.21213,894
case_0ac929dedfc54330,Llama-3.1-8B-Instruct,0,0.21379,0.057085,0.032491,63
case_d858abb19a7d42e9,Mistral-7B-Instruct-v0.1,1,0.38187,0.181935,0.396202,107
case_4907d9147f7e94b0,Mistral-7B-Instruct-v0.3,0,0.408385,0.523732,0.124496,300
case_4308728548be4928,Llama-2-7b-chat-hf,0,0.616227,0.520604,0.430433,350
case_628c9404ac6c2cda,Llama-3.1-8B-Instruct,0,0.35164,0.350849,0.09292,249
case_863411125f80eb28,Mistral-7B-Instruct-v0.1,1,0.636912,0.697565,0.455001,297
case_2a2a725aa6b6f6ea,Mistral-7B-Instruct-v0.3,1,0.283482,0.141109,0.259253,143
case_9465628fc02dc148,Llama-2-7b-chat-hf,1,0.742274,0.555927,0.338941,569
case_4d5610c824cef515,Llama-3.1-8B-Instruct,0,0.206609,0.00288,0.036568,151
case_a40ca8e6ba14f09b,Mistral-7B-Instruct-v0.1,0,0.327304,0.405471,0.077521,115
case_33661e2fe56ae5a2,Mistral-7B-Instruct-v0.3,1,0.714588,0.552888,0.233502,401
case_b1f2ec5ac865f51b,Llama-2-7b-chat-hf,0,0.512957,0.253745,0.407206,239
case_a8754752402c69a4,Llama-3.1-8B-Instruct,0,0.510513,0.46358,0.442029,100
case_f0575734abd12800,Mistral-7B-Instruct-v0.1,0,0.295067,0.379632,0.340451,72
case_1b61bb372fecd909,Mistral-7B-Instruct-v0.3,0,0.512225,0.447459,0.446323,109
case_3b3d2590be082cd8,Llama-2-7b-chat-hf,1,0.789739,0.862617,0.480401,529
case_9e536b9ac54954f3,Llama-3.1-8B-Instruct,0,0.308436,0.205773,0.094278,202
case_183e634bb9b7880f,Mistral-7B-Instruct-v0.1,1,0.286882,0.319298,0.0713,96
case_40da451b32a3581e,Mistral-7B-Instruct-v0.3,0,0.212654,0.055407,0.038587,150
case_88eec7c3e8440498,Llama-2-7b-chat-hf,1,0.93877,0.972638,0.488844,1124
case_8e22f39d2d21cee3,Llama-3.1-8B-Instruct,0,0.563494,0.351828,0.441859,247
case_dedb5911bdb4ca42,Mistral-7B-Instruct-v0.1,1,0.880497,0.890773,0.386218,648
case_ec57abfdfb308230,Mistral-7B-Instruct-v0.3,1,0.520608,0.580782,0.156035,365
case_88ac9d6dc2355251,Llama-2-7b-chat-hf,1,0.959528,0.946174,0.519518,1074
case_cefda8fd187e3c13,Llama-3.1-8B-Instruct,0,0.280651,0.358024,0.084156,363
case_6bd0b80f06820011,Mistral-7B-Instruct-v0.1,1,0.75434,0.636311,0.285577,369
case_b49f3563e388363d,Mistral-7B-Instruct-v0.3,0,0.242301,0.118547,0.066583,343
case_672fe09259740b8d,Llama-2-7b-chat-hf,0,0.330213,0.146398,0.272115,135
case_724372096400aeae,Llama-3.1-8B-Instruct,0,0.371232,0.174378,0.311651,199
case_d0d5c9e6b1751df2,Mistral-7B-Instruct-v0.1,0,0.221098,0.155343,0.257979,97
case_a540a0625287bc1e,Mistral-7B-Instruct-v0.3,0,0.236806,0.131787,0.309142,73
case_7d7a8c7a953f92a0,Llama-2-7b-chat-hf,0,0.214014,0.027047,0.039946,425
case_1b3fc39bfabac605,Llama-3.1-8B-Instruct,0,0.20263,0.020936,0.032407,317
case_68f7ea2468fc7c27,Mistral-7B-Instruct-v0.1,0,0.198949,0.02886,0.0324,153
case_6e7bd48e601d5e10,Mistral-7B-Instruct-v0.3,0,0.218026,0.172685,0.052136,152
case_d78396973f7a56a2,Llama-2-7b-chat-hf,1,0.692664,0.793535,0.311006,378
case_dc3bdcbb574d487e,Llama-3.1-8B-Instruct,1,0.218616,0.035979,0.031048,74
case_59e6f8623e9ed7bb,Mistral-7B-Instruct-v0.1,0,0.246538,0.324386,0.297884,57
case_570b2349911af56f,Mistral-7B-Instruct-v0.3,0,0.246538,0.324386,0.297884,57
case_cf5935fa874f2ffe,Llama-2-7b-chat-hf,1,0.734309,0.617126,0.214174,371
case_0b9b7437a2c41cab,Llama-3.1-8B-Instruct,0,0.215171,0.282926,0.029679,102
case_12060f8438578d90,Mistral-7B-Instruct-v0.1,0,0.336756,0.41475,0.085274,423
case_d74d4df4d0d5624b,Mistral-7B-Instruct-v0.3,0,0.217299,0.019918,0.029158,186
case_fcf79ef6064b6c1f,Llama-2-7b-chat-hf,0,0.535158,0.349988,0.378945,457
case_28e889b77ef295e3,Llama-3.1-8B-Instruct,0,0.338717,0.283434,0.341211,169
case_e7a76466a808d97c,Mistral-7B-Instruct-v0.1,0,0.326083,0.347243,0.355034,154
case_c5f8e2c29d05b5b4,Mistral-7B-Instruct-v0.3,1,0.44285,0.252735,0.391569,205
case_b2a9b1f666876174,Llama-2-7b-chat-hf,1,0.743456,0.846898,0.491166,471
case_bfc49d87eebcaeb8,Llama-3.1-8B-Instruct,0,0.269056,0.110872,0.096134,274
case_5dfa78d4f87aa157,Mistral-7B-Instruct-v0.1,1,0.574978,0.519116,0.178248,424
case_d2c740df55077a77,Mistral-7B-Instruct-v0.3,1,0.619794,0.617524,0.22834,370
case_ef23ddf9a353ba5e,Llama-2-7b-chat-hf,0,0.282572,0.428868,0.292475,170
case_901ba250effe66b0,Llama-3.1-8B-Instruct,0,0.224707,0.207025,0.274497,117
case_92cc3f0892e865db,Mistral-7B-Instruct-v0.1,0,0.226147,0.180428,0.273769,117
case_57a2507370f44780,Mistral-7B-Instruct-v0.3,0,0.254245,0.41915,0.306356,103
case_b2114c891bfb85cd,Llama-2-7b-chat-hf,1,0.290656,0.450288,0.302525,171
case_9999ddde4e34bb40,Llama-3.1-8B-Instruct,0,0.521638,0.918635,0.471415,115
case_a6c81a34f9c3c3f7,Mistral-7B-Instruct-v0.1,1,0.238426,0.353008,0.28718,120
case_6caae3b979a30e49,Mistral-7B-Instruct-v0.3,1,0.228038,0.136851,0.258527,122
case_ea51fbb32eb88f6e,Llama-2-7b-chat-hf,1,0.956292,0.869585,0.549357,796
case_b81488eb49928cef,Llama-3.1-8B-Instruct,0,0.469877,0.620052,0.158487,330
case_d6ecae1d2e95daeb,Mistral-7B-Instruct-v0.1,1,0.548689,0.594384,0.437326,223
case_d192e09e7681a033,Mistral-7B-Instruct-v0.3,0,0.796991,0.863522,0.422022,448
case_795d6d1122a296d7,Llama-2-7b-chat-hf,1,0.899728,0.884828,0.511378,587
case_c7b71e57212d993a,Llama-3.1-8B-Instruct,0,0.228624,0.187634,0.036692,82
case_e51e14a7360e595c,Mistral-7B-Instruct-v0.1,0,0.644754,0.561474,0.167121,381
case_2d89e2c482a2186c,Mistral-7B-Instruct-v0.3,0,0.235903,0.269503,0.040465,223
case_152f0ae25f47b3e6,Llama-2-7b-chat-hf,0,0.748252,0.483709,0.501016,307
case_5d178f1314d3984e,Llama-3.1-8B-Instruct,0,0.441197,0.237307,0.407019,118
case_a49c9f8da6c29047,Mistral-7B-Instruct-v0.1,0,0.404688,0.372563,0.395593,71
case_5cec8bf6aa3ebb62,Mistral-7B-Instruct-v0.3,0,0.309391,0.205497,0.337275,73
case_7fd123d320027467,Llama-2-7b-chat-hf,1,0.481373,0.412467,0.099637,357
case_0b09166e64295a48,Llama-3.1-8B-Instruct,0,0.246688,0.099732,0.051117,149
case_753ff6e4052acf31,Mistral-7B-Instruct-v0.1,0,0.556967,0.412142,0.160922,273
case_9f1c6cdead340ddb,Mistral-7B-Instruct-v0.3,0,0.68203,0.60639,0.226406,344
case_ee3fdfe0864b253a,Llama-2-7b-chat-hf,0,0.563187,0.64423,0.366488,266
case_14217fc4c1b0a8b4,Llama-3.1-8B-Instruct,0,0.287529,0.203472,0.268618,78
case_1aa30376245341a0,Mistral-7B-Instruct-v0.1,0,0.302048,0.122317,0.208079,72
case_d1c28715fc778fa0,Mistral-7B-Instruct-v0.3,0,0.280859,0.341367,0.240804,139
case_797a35ec720b3454,Llama-2-7b-chat-hf,0,0.217254,0.174749,0.033101,266
case_0bb6aa4838ffe763,Llama-3.1-8B-Instruct,0,0.208767,0.024697,0.028865,145
case_17c9937d30bb2e2f,Mistral-7B-Instruct-v0.1,0,0.21801,0.134495,0.037285,130
case_8de9ef8523ce70e8,Mistral-7B-Instruct-v0.3,0,0.214771,0.044262,0.03154,220
